"id","site","job_url","job_url_direct","title","company","location","date_posted","job_type","salary_source","interval","min_amount","max_amount","currency","is_remote","job_level","job_function","listing_type","emails","description","company_industry","company_url","company_logo","company_url_direct","company_addresses","company_num_employees","company_revenue","company_description","skills","experience_range","company_rating","company_reviews_count","vacancy_count","work_from_home_type"
"li-4339028511","linkedin","https://www.linkedin.com/jobs/view/4339028511","","Mainframe Modernization Solutions Architect","Rocket Software","Bavaria, Germany","2026-01-08","","","","","","",False,"","","","","","","https://www.linkedin.com/company/rocket-software","","","","","","","","","","","",""
"li-4358470932","linkedin","https://www.linkedin.com/jobs/view/4358470932","","Solution Architect M365 & Azure (m/w/d)","Bionorica SE","Neumarkt in der Oberpfalz, Bavaria, Germany","2026-01-07","","","","","","",False,"","","","","","","https://www.linkedin.com/company/bionorica-se","","","","","","","","","","","",""
"li-4328827609","linkedin","https://www.linkedin.com/jobs/view/4328827609","","Solution-Architect (m/w/d)","adorsys","Nuremberg, Bavaria, Germany","2025-12-23","","","","","","",False,"","","","","","","https://de.linkedin.com/company/adorsys","","","","","","","","","","","",""
"li-4203309552","linkedin","https://www.linkedin.com/jobs/view/4203309552","","Senior Cloud/DevOps Engineer* #10796","Cegeka","Nuremberg, Bavaria, Germany","2025-11-22","","","","","","",False,"","","","","","","https://be.linkedin.com/company/cegeka","","","","","","","","","","","",""
"li-4356410147","linkedin","https://www.linkedin.com/jobs/view/4356410147","","Solution Architect – Teamcenter ((M/F/X)","Quest Global","Nürnberger Land, Bavaria, Germany","","","","","","","",False,"","","","","","","https://sg.linkedin.com/company/quest-global","","","","","","","","","","","",""
"li-3961465483","linkedin","https://www.linkedin.com/jobs/view/3961465483","","Senior SAP Cloud Solutions Architect (all genders)","adesso SE","Nuremberg, Bavaria, Germany","","","","","","","",False,"","","","","","","https://de.linkedin.com/company/adesso-se","","","","","","","","","","","",""
"li-4193256538","linkedin","https://www.linkedin.com/jobs/view/4193256538","","Solution Architect SAP (all genders)","adesso business consulting AG","Nuremberg, Bavaria, Germany","","","","","","","",False,"","","","","","","https://de.linkedin.com/company/adesso-business-consulting-ag","","","","","","","","","","","",""
"li-4302730565","linkedin","https://www.linkedin.com/jobs/view/4302730565","","DevOps Engineer (all genders)","adesso insurance solutions GmbH","Nuremberg, Bavaria, Germany","2026-01-26","","","","","","",False,"","","","","","","https://de.linkedin.com/company/adesso-insurance-solutions-gmbh","","","","","","","","","","","",""
"li-4280423508","linkedin","https://www.linkedin.com/jobs/view/4280423508","","Senior DevOps Engineer (m/w/d)","BWI GmbH","Nuremberg, Bavaria, Germany","2026-01-23","","","","","","",False,"","","","","","","https://de.linkedin.com/company/bwi-gmbh","","","","","","","","","","","",""
"li-4332790748","linkedin","https://www.linkedin.com/jobs/view/4332790748","","SecOps Engineer - Full Managed Cloud Stack (m/w/d)","BWI GmbH","Nuremberg, Bavaria, Germany","2026-01-23","","","","","","",False,"","","","","","","https://de.linkedin.com/company/bwi-gmbh","","","","","","","","","","","",""
"li-4359127731","linkedin","https://www.linkedin.com/jobs/view/4359127731","","DevOps Engineer for Substation Automation Software (f/m/d)","Siemens Energy","Erlangen, Bavaria, Germany","2026-01-15","","","","","","",False,"","","","","","","https://www.linkedin.com/company/siemens-energy","","","","","","","","","","","",""
"li-4359954302","linkedin","https://www.linkedin.com/jobs/view/4359954302","","Senior Engineer - OSS Cloud Platform (m/w/d)","BWI GmbH","Nuremberg, Bavaria, Germany","2026-01-11","","","","","","",False,"","","","","","","https://de.linkedin.com/company/bwi-gmbh","","","","","","","","","","","",""
"li-4305242729","linkedin","https://www.linkedin.com/jobs/view/4305242729","","DevOps Engineer (all genders)","adesso insurance solutions GmbH","Nuremberg, Bavaria, Germany","2026-01-10","","","","","","",False,"","","","","","","https://de.linkedin.com/company/adesso-insurance-solutions-gmbh","","","","","","","","","","","",""
"li-4343941275","linkedin","https://www.linkedin.com/jobs/view/4343941275","","Senior Site Reliability Engineer","Canonical","Nuremberg, Bavaria, Germany","2025-12-16","","","","","","",False,"","","","","","","https://uk.linkedin.com/company/canonical","","","","","","","","","","","",""
"li-4348125102","linkedin","https://www.linkedin.com/jobs/view/4348125102","","DevOps Engineer (m/w/d)","devops excellence AG","Stein bei Nürnberg, Bavaria, Germany","2025-12-02","","","","","","",False,"","","","","","","https://www.linkedin.com/company/devops-excellence-ag","","","","","","","","","","","",""
"li-4340783226","linkedin","https://www.linkedin.com/jobs/view/4340783226","","Cloud Engineer (m/w/d)","VECTOR Informatik","Regensburg, Bavaria, Germany","2025-12-01","","","","","","",False,"","","","","","","https://de.linkedin.com/company/vectorgrp","","","","","","","","","","","",""
"li-4333935041","linkedin","https://www.linkedin.com/jobs/view/4333935041","","DevOps Systemadministrator (m/w/d) – Hybrid (80% remote) / Regensburg","SINOS GmbH","Regensburg, Bavaria, Germany","2025-11-04","","","","","","",True,"","","","","","","https://de.linkedin.com/company/sinos-gmbh","","","","","","","","","","","",""
"li-4315163738","linkedin","https://www.linkedin.com/jobs/view/4315163738","","Senior Azure Operations Engineer (m/w/d)","Skaylink","Regensburg, Bavaria, Germany","2025-10-15","","","","","","",False,"","","","","","","https://de.linkedin.com/company/skaylink","","","","","","","","","","","",""
"li-4366997012","linkedin","https://www.linkedin.com/jobs/view/4366997012","","Senior Site Reliability / Gitops Engineer","Canonical","Nuremberg, Bavaria, Germany","","","","","","","",False,"","","","","","","https://uk.linkedin.com/company/canonical","","","","","","","","","","","",""
"li-4366771017","linkedin","https://www.linkedin.com/jobs/view/4366771017","","Fachinformatiker als IT-Support Spezialist - Ticketsystem OTRS (m/w/d)","FAU Erlangen-Nürnberg","Erlangen, Bavaria, Germany","2026-01-28","","","","","","",False,"","","","","","","https://de.linkedin.com/school/fau-erlangen-n%C3%BCrnberg/","","","","","","","","","","","",""
"li-4366085151","linkedin","https://www.linkedin.com/jobs/view/4366085151","","IT-Administrator (m/w/d)","Rocken®","Fürth, Bavaria, Germany","2026-01-28","","","","","","",False,"","","","","","","https://ch.linkedin.com/company/rockenjobs","","","","","","","","","","","",""
"li-4356186645","linkedin","https://www.linkedin.com/jobs/view/4356186645","","SYSTEMINGENIEUR (M/W/D)","123eco-systems GmbH","Röthenbach an der Pegnitz, Bavaria, Germany","2026-01-28","","","","","","",False,"","","","","","","https://de.linkedin.com/company/123eco-systems-gmbh","","","","","","","","","","","",""
"li-4356210160","linkedin","https://www.linkedin.com/jobs/view/4356210160","","IT-Systemadministrator (m/w/d)","syskomp gehmeyr GmbH","Amberg, Bavaria, Germany","2026-01-27","","","","","","",False,"","","","","","","https://de.linkedin.com/company/syskomp-gehmeyr-gmbh","","","","","","","","","","","",""
"li-4338395832","linkedin","https://www.linkedin.com/jobs/view/4338395832","","Sr. IT Administrator","Leggett & Platt Automotive","Nuremberg, Bavaria, Germany","2026-01-25","","","","","","",False,"","","","","","","https://ca.linkedin.com/company/leggettauto","","","","","","","","","","","",""
"li-4355650053","linkedin","https://www.linkedin.com/jobs/view/4355650053","","Mitarbeiter IT-Support (m/w/d)","Stürmer Maschinen GmbH","Hallstadt, Bavaria, Germany","2026-01-24","","","","","","",False,"","","","","","","https://de.linkedin.com/company/st%C3%BCrmer-maschinen-gmbh","","","","","","","","","","","",""
"li-4355298591","linkedin","https://www.linkedin.com/jobs/view/4355298591","","IT-Systemadministrator (m/w/d)","Funkwerk Security Solutions GmbH","Nuremberg, Bavaria, Germany","2026-01-23","","","","","","",False,"","","","","","","https://de.linkedin.com/company/funkwerk-security-solutions","","","","","","","","","","","",""
"li-4365433275","linkedin","https://www.linkedin.com/jobs/view/4365433275","","It-Systemadministrator (w/m/d)","OM-Klebetechnik GmbH","Neumarkt in der Oberpfalz, Bavaria, Germany","2026-01-23","","","","","","",False,"","","","","","","https://de.linkedin.com/company/om-klebetechnik-gmbh","","","","","","","","","","","",""
"li-4355307021","linkedin","https://www.linkedin.com/jobs/view/4355307021","","IT Systemadministrator (m/w/d) in Vollzeit (IT-Administrator/in)","bbtronic GmbH","Fürth, Bavaria, Germany","2026-01-23","","","","","","",False,"","","","","","","https://de.linkedin.com/company/bbtronic-gmbh","","","","","","","","","","","",""
"li-4363401990","linkedin","https://www.linkedin.com/jobs/view/4363401990","","IT Support Spezialist (all gender)","ALTEN Germany","Nuremberg, Bavaria, Germany","2026-01-23","","","","","","",False,"","","","","","","https://de.linkedin.com/company/altengermany","","","","","","","","","","","",""
"li-4355333835","linkedin","https://www.linkedin.com/jobs/view/4355333835","","IT Support Spezialist (all gender)","ALTEN","Nuremberg, Bavaria, Germany","2026-01-23","","","","","","",False,"","","","","","","https://fr.linkedin.com/company/alten","","","","","","","","","","","",""
"li-4355373109","linkedin","https://www.linkedin.com/jobs/view/4355373109","","IT-Systemadministrator Spezialisierung Anwendungs- und Cloudbetrieb (m/w/d)","Funkwerk Security Solutions GmbH","Nuremberg, Bavaria, Germany","2026-01-23","","","","","","",False,"","","","","","","https://de.linkedin.com/company/funkwerk-security-solutions","","","","","","","","","","","",""
"li-4365527851","linkedin","https://www.linkedin.com/jobs/view/4365527851","","IT Service & Support Engineer (m/w/d)","REWE digital","Buttenheim, Bavaria, Germany","2026-01-23","","","","","","",False,"","","","","","","https://de.linkedin.com/company/rewedigital","","","","","","","","","","","",""
"li-4345915905","linkedin","https://www.linkedin.com/jobs/view/4345915905","","Systemingenieur Echtzeitsimulation von HGÜ-/FACTS-Systemen (all gender)","ALTEN Germany","Erlangen, Bavaria, Germany","2026-01-23","","","","","","",False,"","","","","","","https://de.linkedin.com/company/altengermany","","","","","","","","","","","",""
"li-4362652107","linkedin","https://www.linkedin.com/jobs/view/4362652107","","IT-Support Mitarbeiter (m/w/d) standortübergreifend","Klinikum Altmühlfranken","Gunzenhausen, Bavaria, Germany","2026-01-22","","","","","","",False,"","","","","","","https://de.linkedin.com/company/klinikum-altmuehlfranken","","","","","","","","","","","",""
"li-4365077177","linkedin","https://www.linkedin.com/jobs/view/4365077177","","IT-Systemadministrator - Active Directory / Windows-Server / Datenbankserver (m/w/d)","FAU Erlangen-Nürnberg","Erlangen, Bavaria, Germany","2026-01-21","","","","","","",False,"","","","","","","https://de.linkedin.com/school/fau-erlangen-n%C3%BCrnberg/","","","","","","","","","","","",""
"li-4354067982","linkedin","https://www.linkedin.com/jobs/view/4354067982","","IT-Systemadministrator (w/m/d) vor Ort","OM-Klebetechnik GmbH","Neumarkt in der Oberpfalz, Bavaria, Germany","2026-01-21","","","","","","",False,"","","","","","","https://de.linkedin.com/company/om-klebetechnik-gmbh","","","","","","","","","","","",""
"li-4365071616","linkedin","https://www.linkedin.com/jobs/view/4365071616","","IT-Systembetreuer / Administrator für Benutzer- & Rechteverwaltung (m/w/d)","FAU Erlangen-Nürnberg","Erlangen, Bavaria, Germany","2026-01-21","","","","","","",False,"","","","","","","https://de.linkedin.com/school/fau-erlangen-n%C3%BCrnberg/","","","","","","","","","","","",""
"li-4360905963","linkedin","https://www.linkedin.com/jobs/view/4360905963","","IT-Administrator/Systemadministrator (m/w/d)","FAU Erlangen-Nürnberg","Erlangen, Bavaria, Germany","2026-01-19","","","","","","",False,"","","","","","","https://de.linkedin.com/school/fau-erlangen-n%C3%BCrnberg/","","","","","","","","","","","",""
"li-4360812004","linkedin","https://www.linkedin.com/jobs/view/4360812004","","IT-Administrator/Systemadministrator (m/w/d)","Department Artificial Intelligence in Biomedical Engineering - AIBE@FAU","Erlangen, Bavaria, Germany","2026-01-19","","","","","","",False,"","","","","","","https://de.linkedin.com/company/aibe-fau","","","","","","","","","","","",""
"li-4363544546","linkedin","https://www.linkedin.com/jobs/view/4363544546","","Mitarbeiter IT / IT-Systemadministrator (m/w/d)","Tecpoles GmbH","Neumarkt in der Oberpfalz, Bavaria, Germany","2026-01-16","","","","","","",False,"","","","","","","https://de.linkedin.com/company/tecpolesgmbh","","","","","","","","","","","",""
"li-4353672499","linkedin","https://www.linkedin.com/jobs/view/4353672499","","IT Support Specialist (m/w/d)","Rosenthal - Arcturus Group","Selb, Bavaria, Germany","2026-01-16","","","","","","",False,"","","","","","","https://de.linkedin.com/company/rosenthal-porcelain","","","","","","","","","","","",""
"li-4363823201","linkedin","https://www.linkedin.com/jobs/view/4363823201","","IT-Systemadministrator (m/w/d)","Nürnberg Gummi Babyartikel GmbH & Co.KG","Georgensgmünd, Bavaria, Germany","2026-01-16","","","","","","",False,"","","","","","","https://de.linkedin.com/company/n%C3%BCrnberg-gummi-babyartikel-gmbh-&-co-kg","","","","","","","","","","","",""
"li-4353505140","linkedin","https://www.linkedin.com/jobs/view/4353505140","","IT-Support Spezialist (m/w/d)","Unique Professionals","Grafenwöhr, Bavaria, Germany","2026-01-16","","","","","","",False,"","","","","","","https://de.linkedin.com/company/unique-professionals","","","","","","","","","","","",""
"li-4362347772","linkedin","https://www.linkedin.com/jobs/view/4362347772","","IT-Administrator (m/w/d)","VINCI Energies","Bamberg, Bavaria, Germany","2026-01-15","","","","","","",False,"","","","","","","https://fr.linkedin.com/company/vinci-energies","","","","","","","","","","","",""
"li-4353115902","linkedin","https://www.linkedin.com/jobs/view/4353115902","","IT-Systemadministrator (m/w/d)","VIEWENTO GmbH","Bayreuth, Bavaria, Germany","2026-01-14","","","","","","",False,"","","","","","","https://de.linkedin.com/company/viewento-gmbh","","","","","","","","","","","",""
"li-4353095550","linkedin","https://www.linkedin.com/jobs/view/4353095550","","IT-Administrator (m/w/d)","Omexom Deutschland","Bamberg, Bavaria, Germany","2026-01-14","","","","","","",False,"","","","","","","https://de.linkedin.com/company/omexom-deutschland","","","","","","","","","","","",""
"li-4361518337","linkedin","https://www.linkedin.com/jobs/view/4361518337","","IT-Systemadministrator (m/w/d) - Vollzeit (39 Std./Woche)","Nürnberg Gummi Babyartikel GmbH & Co.KG","Georgensgmünd, Bavaria, Germany","2026-01-14","","","","","","",False,"","","","","","","https://de.linkedin.com/company/n%C3%BCrnberg-gummi-babyartikel-gmbh-&-co-kg","","","","","","","","","","","",""
"li-4355072977","linkedin","https://www.linkedin.com/jobs/view/4355072977","","IT-Systemadministrator für Physical Security Systems and Multimedia (m/w/d)","Mühlbauer Group","Roding, Bavaria, Germany","2026-01-14","","","","","","",False,"","","","","","","https://de.linkedin.com/company/muhlbauer-group","","","","","","","","","","","",""
"li-4352910579","linkedin","https://www.linkedin.com/jobs/view/4352910579","","IT-Systemadministrator (m/w/d)","agilis Verkehrsgesellschaft mbH & Co. KG","Regensburg, Bavaria, Germany","2026-01-13","","","","","","",False,"","","","","","","https://de.linkedin.com/company/agilis-verkehrsgesellschaft-mbh-&-co-kg","","","","","","","","","","","",""
"li-4328519451","linkedin","https://www.linkedin.com/jobs/view/4328519451","","System Administrator Projekt IT (m/w/d)","Saab","Nuremberg, Bavaria, Germany","2026-01-13","","","","","","",False,"","","","","","","https://se.linkedin.com/company/saab","","","","","","","","","","","",""
"li-4361191032","linkedin","https://www.linkedin.com/jobs/view/4361191032","","IT-Systemadministrator:in","endori","Stegaurach, Bavaria, Germany","2026-01-12","","","","","","",False,"","","","","","","https://de.linkedin.com/company/endori","","","","","","","","","","","",""
"li-4300893985","linkedin","https://www.linkedin.com/jobs/view/4300893985","","IT-Support im Außendienst w/m/d - SÜD","Computacenter","","2026-01-12","","","","","","",False,"","","","","","","https://uk.linkedin.com/company/computacenter","","","","","","","","","","","",""
"li-4300914205","linkedin","https://www.linkedin.com/jobs/view/4300914205","","IT-Support im Außendienst w/m/d - SÜD","Computacenter","Bayreuth, Bavaria, Germany","2026-01-12","","","","","","",False,"","","","","","","https://uk.linkedin.com/company/computacenter","","","","","","","","","","","",""
"li-4300893993","linkedin","https://www.linkedin.com/jobs/view/4300893993","","IT-Support im Außendienst w/m/d - SÜD","Computacenter","Weiden in der Oberpfalz, Bavaria, Germany","2026-01-12","","","","","","",False,"","","","","","","https://uk.linkedin.com/company/computacenter","","","","","","","","","","","",""
"li-4344677690","linkedin","https://www.linkedin.com/jobs/view/4344677690","","Technical ServiceNow Administrator/Solution Consultant (all genders)","MHP – A Porsche Company","Nuremberg, Bavaria, Germany","2026-01-09","","","","","","",False,"","","","","","","https://de.linkedin.com/company/mhp-a-porsche-company","","","","","","","","","","","",""
"li-4358327234","linkedin","https://www.linkedin.com/jobs/view/4358327234","","IT-Administrator (m/w/d) Modern Workplace","Akkodis","Nuremberg, Bavaria, Germany","2026-01-07","","","","","","",False,"","","","","","","https://www.linkedin.com/company/akkodis","","","","","","","","","","","",""
"li-4350972021","linkedin","https://www.linkedin.com/jobs/view/4350972021","","IT-Administrator/-in Digitalisierung in Voll- oder Teilzeit für den Standort Schwandorf m/w d","Krankenhaus Barmherzige Brüder Regensburg","Regensburg, Bavaria, Germany","2026-01-01","","","","","","",False,"","","","","","","https://de.linkedin.com/company/krankenhaus-barmherzige-br%C3%BCder","","","","","","","","","","","",""
"li-4349447846","linkedin","https://www.linkedin.com/jobs/view/4349447846","","IT-Support-Spezialist (m/w/d)","BFI Innovation GmbH","Nuremberg, Bavaria, Germany","2025-12-11","","","","","","",False,"","","","","","","https://de.linkedin.com/company/bfi-innovation-gmbh","","","","","","","","","","","",""
"li-4336351800","linkedin","https://www.linkedin.com/jobs/view/4336351800","","IT-Systemadministrator für Identity und Access Management (m/w/d)","ERGO Group AG","Nuremberg, Bavaria, Germany","2025-11-27","","","","","","",False,"","","","","","","https://de.linkedin.com/company/ergo-group-ag","","","","","","","","","","","",""
"li-4338973947","linkedin","https://www.linkedin.com/jobs/view/4338973947","","IT-Systemadministrator (m/w/d)","ebu forming performance","Bayreuth, Bavaria, Germany","2025-11-25","","","","","","",False,"","","","","","","https://de.linkedin.com/company/ebu-umformtechnik","","","","","","","","","","","",""
"li-4337140068","linkedin","https://www.linkedin.com/jobs/view/4337140068","","IT System Administrator / SysAdmin (all genders) – Audio und Medientechnologien","Fraunhofer IIS","Erlangen, Bavaria, Germany","2025-11-19","","","","","","",False,"","","","","","","https://de.linkedin.com/company/fraunhofer-iis","","","","","","","","","","","",""
"li-4334656940","linkedin","https://www.linkedin.com/jobs/view/4334656940","","IT-Systemadministrator | Systemintegration (m/w/d)","GODELMANN GmbH & Co. KG","Amberg, Bavaria, Germany","2025-11-07","","","","","","",False,"","","","","","","https://de.linkedin.com/company/godelmann-gmbh-co-kg","","","","","","","","","","","",""
"li-4318448538","linkedin","https://www.linkedin.com/jobs/view/4318448538","","Mitarbeiter/-in für IT-Support (m/w/d)","Kaspar Röckelein KG","Wachenroth, Bavaria, Germany","2025-10-28","","","","","","",False,"","","","","","","https://de.linkedin.com/company/kaspar-r-ckelein-kg","","","","","","","","","","","",""
"li-4356434383","linkedin","https://www.linkedin.com/jobs/view/4356434383","","Junior IT Infrastructure Support (m/w/d)","Megger","Baunach, Bavaria, Germany","","","","","","","",False,"","","","","","","https://uk.linkedin.com/company/megger","","","","","","","","","","","",""
"li-4366766484","linkedin","https://www.linkedin.com/jobs/view/4366766484","","IT-Administrator (m/w/d) in Voll- oder Teilzeit","IPI GmbH","Ansbach, Bavaria, Germany","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/ipi-gmbh","","","","","","","","","","","",""
"li-4366984589","linkedin","https://www.linkedin.com/jobs/view/4366984589","","IT-System Administrator (m/w/d)","mamgo | Talente 🔗 Jobs","Fürth, Bavaria, Germany","","","","","","","",False,"","","","","","","https://de.linkedin.com/company/mamgo-io","","","","","","","","","","","",""
"li-4366943743","linkedin","https://www.linkedin.com/jobs/view/4366943743","","IT-Administrator (m/w/d) - Infrastruktur","Ober Scharrer Gruppe","Nuremberg, Bavaria, Germany","","","","","","","",False,"","","","","","","https://de.linkedin.com/company/ober-scharrer-gruppe-gmbh","","","","","","","","","","","",""
"li-4342631517","linkedin","https://www.linkedin.com/jobs/view/4342631517","","Backend Developer (m/w/d)","DWPT Deutsche Wertpapiertreuhand GmbH","","2026-01-27","","","","","","",False,"","","","","","","https://de.linkedin.com/company/dwpt-deutsche-wertpapiertreuhand-gmbh","","","","","","","","","","","",""
"li-4355983447","linkedin","https://www.linkedin.com/jobs/view/4355983447","","(Senior) Backend Engineer | Full Time (m/w/d)","CONROO","Nuremberg, Bavaria, Germany","2026-01-27","","","","","","",False,"","","","","","","https://de.linkedin.com/company/conroo","","","","","","","","","","","",""
"li-4356250576","linkedin","https://www.linkedin.com/jobs/view/4356250576","","Go / Golang Backend Entwickler (all genders)","Silbury Deutschland GmbH","Fürth, Bavaria, Germany","2026-01-27","","","","","","",False,"","","","","","","https://de.linkedin.com/company/silbury-it-solutions-deutschland-gmbh","","","","","","","","","","","",""
"li-4346534389","linkedin","https://www.linkedin.com/jobs/view/4346534389","","Java Backend Entwickler (m/w/d) in der Touristik","ISO-Gruppe","","2026-01-26","","","","","","",False,"","","","","","","https://de.linkedin.com/company/iso-gruppe","","","","","","","","","","","",""
"li-4355725890","linkedin","https://www.linkedin.com/jobs/view/4355725890","","Fullstack Developer und Consultant (w/d/m) - Standort Bamberg / Frankfurt / Berlin","Arcode Systems","Bamberg, Bavaria, Germany","2026-01-26","","","","","","",False,"","","","","","","https://www.linkedin.com/company/arcode-systems","","","","","","","","","","","",""
"li-4320898697","linkedin","https://www.linkedin.com/jobs/view/4320898697","","Senior Java Entwickler (m/w/d)","mgm technology partners","Bamberg, Bavaria, Germany","2026-01-23","","","","","","",False,"","","","","","","https://de.linkedin.com/company/mgm-technology-partners-gmbh","","","","","","","","","","","",""
"li-4354149703","linkedin","https://www.linkedin.com/jobs/view/4354149703","","Java Backend Developer (M/W/D","D.O.M. Datenverarbeitung GmbH","Nuremberg, Bavaria, Germany","2026-01-21","","","","","","",False,"","","","","","","https://de.linkedin.com/company/d.o.m.-datenverarbeitung-gmbh","","","","","","","","","","","",""
"li-4353775057","linkedin","https://www.linkedin.com/jobs/view/4353775057","","Full-Stack Entwickler .NET (m/w/d)","Schlaeger Kunststofftechnik GmbH","Bayreuth, Bavaria, Germany","2026-01-19","","","","","","",False,"","","","","","","https://de.linkedin.com/company/schlaeger","","","","","","","","","","","",""
"li-4363744336","linkedin","https://www.linkedin.com/jobs/view/4363744336","","Fullstack Entwickler (m/w/d)","mgm technology partners","Nuremberg, Bavaria, Germany","2026-01-17","","","","","","",False,"","","","","","","https://de.linkedin.com/company/mgm-technology-partners-gmbh","","","","","","","","","","","",""
"li-4363744520","linkedin","https://www.linkedin.com/jobs/view/4363744520","","Java Softwareentwickler (m/w/d)","mgm technology partners","Nuremberg, Bavaria, Germany","2026-01-17","","","","","","",False,"","","","","","","https://de.linkedin.com/company/mgm-technology-partners-gmbh","","","","","","","","","","","",""
"li-4363844312","linkedin","https://www.linkedin.com/jobs/view/4363844312","","Java Softwareentwickler (m/w/d)","mgm technology partners","Bamberg, Bavaria, Germany","2026-01-17","","","","","","",False,"","","","","","","https://de.linkedin.com/company/mgm-technology-partners-gmbh","","","","","","","","","","","",""
"li-4353138645","linkedin","https://www.linkedin.com/jobs/view/4353138645","","Softwareentwickler Webanwendungen Java (m/w/d)","U2D | up2date solutions GmbH","Nuremberg, Bavaria, Germany","2026-01-15","","","","","","",False,"","","","","","","https://de.linkedin.com/company/up2date-solutions-gmbh","","","","","","","","","","","",""
"li-4352085100","linkedin","https://www.linkedin.com/jobs/view/4352085100","","Java Backend Engineer (all gender)","ALTEN","Nuremberg, Bavaria, Germany","2026-01-09","","","","","","",False,"","","","","","","https://fr.linkedin.com/company/alten","","","","","","","","","","","",""
"li-4351326685","linkedin","https://www.linkedin.com/jobs/view/4351326685","","Senior Full Stack Engineer - HyperDX","ClickHouse","Bavaria, Germany","2026-01-05","","","","","","",False,"","","","","","","https://www.linkedin.com/company/clickhouseinc","","","","","","","","","","","",""
"li-4350326278","linkedin","https://www.linkedin.com/jobs/view/4350326278","","Fullstack Entwickler (w/m/d)","BRANDAD Group AG","Fürth, Bavaria, Germany","2025-12-19","","","","","","",False,"","","","","","","https://de.linkedin.com/company/brandad-de","","","","","","","","","","","",""
"li-4350290663","linkedin","https://www.linkedin.com/jobs/view/4350290663","","Full Stack Developer (m/w/d)","neumeier AG","Regensburg, Bavaria, Germany","2025-12-15","","","","","","",False,"","","","","","","https://de.linkedin.com/company/neumeier-ag","","","","","","","","","","","",""
"li-4342929166","linkedin","https://www.linkedin.com/jobs/view/4342929166","","Java Backend Entwickler Webtechnologien (m/w/d)","PureSolution GmbH","Zirndorf, Bavaria, Germany","2025-12-10","","","","","","",False,"","","","","","","https://de.linkedin.com/company/puresolution-gmbh","","","","","","","","","","","",""
"li-4348201372","linkedin","https://www.linkedin.com/jobs/view/4348201372","","Fullstack Developer - Java EE/Spring/Angular/React (m/w/d)","CodeCamp:N","Nuremberg, Bavaria, Germany","2025-12-01","","","","","","",False,"","","","","","","https://de.linkedin.com/company/codecamp-n","","","","","","","","","","","",""
"li-4347823349","linkedin","https://www.linkedin.com/jobs/view/4347823349","","Go / Golang Backend Entwickler (all genders)","Silbury Deutschland GmbH","Nuremberg, Bavaria, Germany","2025-11-28","","","","","","",False,"","","","","","","https://de.linkedin.com/company/silbury-it-solutions-deutschland-gmbh","","","","","","","","","","","",""
"li-4344313921","linkedin","https://www.linkedin.com/jobs/view/4344313921","","Backend Developer KI  (Associate Consultant Niveau) (m/w/d)","CodeCamp:N","Nuremberg, Bavaria, Germany","2025-11-22","","","","","","",False,"","","","","","","https://de.linkedin.com/company/codecamp-n","","","","","","","","","","","",""
"li-4334034503","linkedin","https://www.linkedin.com/jobs/view/4334034503","","JAVA Softwareentwickler (m/w/d)","SINOS GmbH","Regensburg, Bavaria, Germany","2025-11-04","","","","","","",False,"","","","","","","https://de.linkedin.com/company/sinos-gmbh","","","","","","","","","","","",""
"li-4366729650","linkedin","https://www.linkedin.com/jobs/view/4366729650","","Full Stack Entwickler - PHP / CMS / SEO (m/w/d) - medienreaktor GmbH Digitalagentur","Jobs via eFinancialCareers","Bamberg, Bavaria, Germany","","","","","","","",False,"","","","","","","https://uk.linkedin.com/company/jobs-on-efinancialcareers","","","","","","","","","","","",""
"li-4365087028","linkedin","https://www.linkedin.com/jobs/view/4365087028","","Fullstack Developer (German speaking)","HRIT People","Bavaria, Germany","","","","","","","",False,"","","","","","","https://uk.linkedin.com/company/hrit-people","","","","","","","","","","","",""
"li-4355856286","linkedin","https://www.linkedin.com/jobs/view/4355856286","","Web-Entwickler","JANDA+ROSCHER Die WerbeBotschafter","Regensburg, Bavaria, Germany","2026-01-26","","","","","","",False,"","","","","","","https://de.linkedin.com/company/janda-roscher-die-werbebotschafter","","","","","","","","","","","",""
"li-4348951983","linkedin","https://www.linkedin.com/jobs/view/4348951983","","Webentwickler Typo3 (m/w/d)","WITRON Group","Parkstein, Bavaria, Germany","2026-01-20","","","","","","",False,"","","","","","","https://de.linkedin.com/company/witron","","","","","","","","","","","",""
"li-4364092557","linkedin","https://www.linkedin.com/jobs/view/4364092557","","Web Entwickler (m/w/d)","Allgeier Public","Regensburg, Bavaria, Germany","2026-01-19","","","","","","",False,"","","","","","","https://de.linkedin.com/company/allgeier-public","","","","","","","","","","","",""
"li-4363864496","linkedin","https://www.linkedin.com/jobs/view/4363864496","","Frontend Entwickler (m/w/d)","mgm technology partners","Nuremberg, Bavaria, Germany","2026-01-17","","","","","","",False,"","","","","","","https://de.linkedin.com/company/mgm-technology-partners-gmbh","","","","","","","","","","","",""
"li-4360090623","linkedin","https://www.linkedin.com/jobs/view/4360090623","","Frontend Developer (D/M/W)","WEBSALE AG","Nuremberg, Bavaria, Germany","2026-01-16","","","","","","",False,"","","","","","","https://de.linkedin.com/company/websale-ag","","","","","","","","","","","",""
